id,text,target,target_sentiment,companies_sentiment,consumers_sentiment,len,tag,sentimient,sentimient_probas,emotion,emotion_prob,hateful,targeted,aggressive
44090,"Nestlé, Heineken y P&G fueron las marcas que más innovación llevaron a los supermercados en 2020",Nestlé,positive,neutral,positive,96,test,POS,0.569340705871582,others,0.7536420226097107,0.016593171283602715,0.004642068408429623,0.007461953442543745
44965,Calviño lleva al BCE y a la JUR la necesidad de “minimizar” la pérdida de empleo en la banca,Calviño,positive,neutral,positive,92,test,NEG,0.9423379898071289,others,0.9792693257331848,0.012052695266902447,0.006774510722607374,0.010180347599089146
47944,CaixaBank se abre a rebajar más los despidos por el ERE,CaixaBank,positive,neutral,positive,55,test,NEG,0.8165585994720459,others,0.9662589430809021,0.012734956108033657,0.005751345306634903,0.009701157920062542
267682,Los hogares aumentaron sus compras un 180% esta semana ante el repunte del coronavirus,hogares,positive,positive,negative,86,test,NEU,0.47784554958343506,others,0.9421207308769226,0.014362740330398083,0.0052910721860826015,0.007706998381763697
33077,Wikipedia lanzará su versión de pago para empresas a final de año,Wikipedia,positive,positive,neutral,65,test,NEU,0.8449329733848572,others,0.9950681924819946,0.01773749478161335,0.007385543081909418,0.008174240589141846
53678,La banca puede convertirse en el sector con mayor rentabilidad por dividendo,banca,positive,positive,neutral,76,test,NEU,0.6308421492576599,others,0.9948310256004333,0.02561100386083126,0.007267334498465061,0.010602164082229137
60115,Wallbox promete a sus inversores la instalación de nuevas plantas por todo el mundo,Wallbox,positive,positive,neutral,83,test,POS,0.5088756680488586,others,0.9860702157020569,0.01879984326660633,0.004922802560031414,0.008575502783060074
63583,"La banca europea afronta su ""última oportunidad"" para crear un gran campeón de los pagos",banca europea,positive,positive,neutral,88,test,NEU,0.5782017111778259,others,0.9906488060951233,0.025368547067046165,0.006795226596295834,0.013093514367938042
72967,El 'gurú' tecnológico que saca a bolsa el primer equipo de fútbol español,gurú' tecnológico,positive,positive,neutral,73,test,POS,0.6645722389221191,others,0.9451864361763,0.009000455029308796,0.007386595010757446,0.0061501991003751755
74137,De Cos pide que se conserve la flexibilidad interna de las empresas aprobada por el PP,De Cos,positive,positive,neutral,86,test,NEU,0.440035879611969,others,0.9939109086990356,0.010366288013756275,0.006690680049359798,0.007562385872006416
74945,Los grandes valores más baratos de Europa incluyen a Banco Santander y BBVA,valores más baratos,positive,positive,neutral,75,test,NEU,0.6383535861968994,others,0.9844650626182556,0.04874623194336891,0.004509313032031059,0.01838795840740204
89462,"Worktel, la opción para montar su oficina en un hotel",Worktel,positive,positive,neutral,53,test,NEU,0.6938671469688416,others,0.9941364526748657,0.04587595537304878,0.012568728998303413,0.01850590482354164
94312,La incubadora del CEEIARAGON acoge tres nuevas empresas,CEEIARAGON,positive,positive,neutral,55,test,NEU,0.49035564064979553,others,0.9725022315979004,0.012192300520837307,0.00696756225079298,0.008372543379664421
96447,El BCE invierte 348 millones en sus primeras compras de bonos de empresas,BCE,positive,positive,neutral,73,test,NEU,0.6258360147476196,others,0.98227858543396,0.016043052077293396,0.005437957122921944,0.008225825615227222
113892,Rodilla crea un servicio de catering para empresas,Rodilla,positive,positive,neutral,50,test,NEU,0.639464795589447,others,0.9914295077323914,0.02370111458003521,0.008059627376496792,0.009938107803463936
122345,China estrena mañana la conexión entre las bolsas de Hong Kong y Shenzhen,China,positive,positive,neutral,73,test,NEU,0.7514692544937134,others,0.9890416264533997,0.026340018957853317,0.0055063748732209206,0.012475181370973587
127583,Las empresas han dado un salto de competitividad,empresas,positive,positive,neutral,48,test,POS,0.8783138394355774,others,0.9160513281822205,0.025984447449445724,0.004683418199419975,0.008896484039723873
133065,La oposición obliga a retirar los expedientes de modificación de crédito para pagar los ICO,oposición,positive,negative,neutral,91,test,NEU,0.5483564734458923,others,0.9930907487869263,0.0167011097073555,0.005977359600365162,0.00964171253144741
171559,"Ana Botín ingresará este jueves 1,21 millones de euros por el tercer dividendo a cuenta de Santander",Ana Botín,positive,positive,neutral,100,test,NEU,0.7370795607566833,others,0.9840609431266785,0.01080319657921791,0.006625773385167122,0.006519487593322992
245664,Calviño quiere aumentar el escaso 7% de pymes que trabajan con Inteligencia Artificial,Calviño,positive,positive,neutral,86,test,NEG,0.8589475750923157,others,0.9879823923110962,0.02171722613275051,0.005375782027840614,0.008351189084351063
253089,BBVA y Sabadell se repartirán la cúpula de la entidad fusionada,BBVA,positive,positive,neutral,63,test,NEU,0.7378621101379395,others,0.990748941898346,0.013365695253014565,0.009716695174574852,0.009954405948519707
10885,"El deporte alcanza el 3,3% del PIB español y genera 414.000 empleos",deporte,positive,positive,positive,67,test,NEU,0.5643877983093262,others,0.8294172286987305,0.010945155285298824,0.00535012548789382,0.006723333150148392
12636,"País Vasco, Castilla-La Mancha y Madrid se salvan de la debacle del paro en noviembre","País Vasco, Castilla-La Mancha y Madrid",positive,positive,positive,85,test,NEG,0.5309374332427979,others,0.9668794274330139,0.013159113936126232,0.004955746233463287,0.008307335898280144
13570,"Francia prepara hasta 5.000 millones de ayuda a Air France para la primavera, según RTL",Francia,positive,positive,positive,87,test,NEU,0.5997327566146851,others,0.9201025366783142,0.01365560945123434,0.005827620625495911,0.008254787884652615
17712,"2021, el año del Fénix",año del Fénix,positive,positive,positive,22,test,NEU,0.5617239475250244,others,0.673805296421051,0.032023835927248,0.007801702246069908,0.010800959542393684
22715,Fitch mantiene la nota de la deuda griega en 'BB' con perspectiva estable,Fitch,negative,positive,positive,73,test,NEU,0.6484355926513672,others,0.9882934093475342,0.014257545582950115,0.009911189787089825,0.009556884877383709
25338,"El Banco de Inglaterra no mueve ficha, pero anuncia una recuperación muy rápida de la economía en 2021",Banco de Inglaterra,positive,positive,positive,102,test,NEU,0.737602710723877,others,0.9884214401245117,0.020669594407081604,0.006000432185828686,0.010000632144510746
27138,Así es el plan del Gobierno para salvar empresas: quitas y entrar en el capital,plan del Gobierno,positive,positive,positive,79,test,NEG,0.5631477236747742,others,0.9840888977050781,0.29463478922843933,0.011434988118708134,0.0887284055352211
31735,Aena destinará al menos 1.500 millones de euros a ampliar El Prat a partir de 2024,Aena,positive,positive,positive,82,test,NEU,0.589403510093689,others,0.9713929891586304,0.0114304069429636,0.005266474559903145,0.006653915159404278
32761,Cinco valores triplican la recuperación del Ibex en los últimos 12 meses,Ibex,positive,positive,positive,72,test,NEG,0.5072042942047119,others,0.9216611981391907,0.013574939221143723,0.005843569058924913,0.008409819565713406
34542,El Ibex salva los 8.400 puntos gracias al giro alcista en Wall Street,Ibex,positive,positive,positive,69,test,NEU,0.4810522198677063,others,0.9593722224235535,0.013217129744589329,0.007017222233116627,0.008599328808486462
34666,El asistente oficial de Hacienda cuyas soluciones podrás descargar en PDF,asistente oficial de Hacienda,positive,positive,positive,73,test,NEU,0.8618553876876831,others,0.9958678483963013,0.013651113957166672,0.006153767462819815,0.006990790832787752
43931,Subida contenida en 2022 en A Coruña y Vigo,Subida contenida,positive,positive,positive,43,test,NEU,0.7596179246902466,others,0.9811545014381409,0.025541609153151512,0.006693047471344471,0.011823795735836029
47374,WhatsApp añade nuevas funciones para mejorar la comunicación entre empresas y clientes,WhatsApp,positive,positive,positive,86,test,NEU,0.49233704805374146,others,0.9891437888145447,0.015747498720884323,0.008747108280658722,0.009970962069928646
50288,"Así es como Tous, Scalpers y D.Franklin pisan el acelerador digital tras el Covid-19",Tous,positive,positive,positive,84,test,NEU,0.6147210001945496,others,0.9855841398239136,0.009198012761771679,0.00490917544811964,0.007546606007963419
52695,Un plan de acción para reflotar el sector turístico,sector turístico,positive,positive,positive,51,test,NEU,0.6348763704299927,others,0.9912494421005249,0.029231056571006775,0.005211265757679939,0.009600130841135979
52734,"Lagarde se niega a cancelar la deuda pública para evitar problemas como los de ""Venezuela, Argentina y Líbano""",Lagarde,positive,negative,negative,110,test,NEG,0.812362015247345,others,0.9837198257446289,0.0255039744079113,0.005131368990987539,0.013606230728328228
54992,Ayuso propone a Hacienda emular su modelo de bajos impuestos en todo el país,bajos impuestos,positive,positive,negative,76,test,NEG,0.6412246227264404,others,0.9890110492706299,0.02119191735982895,0.007145761977881193,0.010066220536828041
