"id","text","target","target_sentiment","companies_sentiment","consumers_sentiment"
"616660","Moody's hunde más a OHL en 'bono basura' tras sus ""pobres resultados"" trimestrales","Moody","negative","neutral","negative"
"639924","Los beneficios de Twitter se hunden un 95% en el tercer trimestre, hasta los 33 millones","beneficios de Twitter","negative","neutral","neutral"
"666562","El sector del vapeo culpa a Sanidad de la reducción del 30% de las ventas","sector del vapeo","negative","neutral","neutral"
"679525","Las principales aerolíneas europeas dejan de sobrevolar Irak e Irán","aerolíneas europeas","negative","neutral","negative"
"679619","Samsung prevé una caída del 34% de su beneficio en el cuarto trimestre","Samsung","negative","neutral","neutral"
"680274","Walsh cesará como consejero delegado de IAG y Gallego le sucederá en el cargo","Walsh","negative","neutral","neutral"
"696554","Fiat Chrysler gana 2.700 millones en 2019, un 19% menos interanual","Fiat Chrysler","negative","neutral","neutral"
"699157","TSJM rechaza el recurso de Glovo y encuadra a ""riders"" en convenio de reparto","recurso de Glovo","negative","neutral","neutral"
"701877","Guerra comercial: EEUU acusa a Huawei de conspirar para el robo de secretos comerciales","Huawei","negative","negative","neutral"
"702096","Gobierno y organización chocan por la cancelación del Mobile: en juego, una alerta sanitaria y el cobro de indemnizaciones","cancelación del Mobile","negative","neutral","negative"
"705034","Pallete (Telefónica) ganó 5,37 millones en 2019, un 0,6% menos que en 2018","Pallete","negative","neutral","neutral"
"715667","Merlin Properties prevé un impacto por el Covid-19 en las rentas brutas de 2020 menor del 10%","Merlin Properties","positive","neutral","neutral"
"720609","La economía gallega ante el 12-J: 'vacaciones fiscales' e Inditex para salir de la crisis","economía gallega","positive","neutral","neutral"
"722224","Moody's rebaja el rating de Repsol por el coronavirus y la caída del precio del crudo","rating de Repsol","negative","neutral","neutral"
"723395","Atlantia pide a Italia una decisión con criterios ""legales"" sobre la retirada de todas sus concesiones por la caída del puente de Morandi","Atlantia","negative","neutral","neutral"
"779912","La pionera del 'fracking' se declara en quiebra","pionera del 'fracking'","negative","neutral","neutral"
"783550","Criteria prescinde de García-Bragado como vicepresidente y seguirá de consejero en Caixabank","García-Bragado","negative","neutral","neutral"
"793440","El fondo de los profesores de Arkansas demanda a Allianz","Allianz","negative","neutral","positive"
"795089","GM perdió 758 millones de dólares en el segundo trimestre por el Covid","GM","negative","neutral","neutral"
"979500","Coca-Cola European Partners gana un 54,5% menos en 2020","Coca-Cola European Partners","negative","neutral","neutral"
"1006346","Economía/Fiscal.- El Congreso rechaza las enmiendas de totalidad contra la reforma fiscal","enmiendas de totalidad","negative","neutral","neutral"
"1014815","Los titanes digitales chinos caen en Bolsa por el cerco de Pekín","titanes digitales chinos","negative","neutral","neutral"
"1015122","El líder de Samsung no se libra de los juzgados","líder de Samsung","negative","neutral","neutral"
"1015369","Mapfre prepara un anuncio ""importante"", CNMV suspende cotización","CNMV","negative","neutral","neutral"
"1024408","Grenergy gana un 22,5% menos a septiembre debido a más amortizaciones","Grenergy","negative","neutral","neutral"
"352080","Boeing detecta piezas defectuosas en más de 300 aviones del modelo 737","Boeing","negative","neutral","positive"
"542660","El euríbor acelera su caída para marcar su media mensual más baja desde noviembre","euríbor","negative","neutral","positive"
"697202","La industria inmobiliaria demanda a N.York por vetar comisiones a inquilinos","N.York","negative","neutral","positive"
"824990","La Audiencia Nacional declara nulo el ERTE de Arcelor Mittal en sus centros en España","ERTE de Arcelor Mittal","negative","neutral","neutral"
"1001185","Audiencia Nacional obliga a Nestlé a abonar a los empleados la prima por la pandemia que anunció","Nestlé","negative","neutral","positive"
"1001483","Los presidentes de Fórum Filatélico y Afinsa, detenidos a la espera de declarar","presidentes de Fórum Filatélico y Afinsa","negative","neutral","positive"
"1122555","Una campaña de la DGT vigilará esta semana a unos 150 vehículos de transporte escolar","150 vehículos de transporte escolar","negative","neutral","positive"
"1128269","Dimiten los tres cargos del Banco de España imputados por el 'caso Bankia' que aún estaban en activo","Banco de España","negative","neutral","positive"
"235019","Un 20% de las horas extras trabajadas en la hostelería son en negro","horas extras","negative","positive","neutral"
"336938","Las mujeres cobran de media un 30% menos que los hombres, según Gestha","mujeres","negative","positive","neutral"
"467130","Un 92% de las empresas que deberían por ley tener un plan de igualdad no lo tiene","92% de las empresas","negative","neutral","neutral"
"493134","El precio medio de la vivienda aumentó el 5,5 % en 2018, según la tasadora ST","precio medio de la vivienda","positive","positive","negative"
"716420","Funcas publica 'Las desigualdades económicas en España: realidades y percepciones'","desigualdades económicas en España","negative","positive","negative"
"1150454","Escribano (RIElcano): ""En la transición energética habrá países vecinos perdedores""","países vecinos","negative","negative","negative"
"1803358","Un juez deniega a siete controladores extinguir sus contratos con AENA","contratos con AENA","positive","positive","neutral"
"1818667","El Gobierno prevé que un 40% de los trabajadores se jubile con 67 años","40% de los trabajadores","negative","positive","neutral"
"316796","Los ingresos minoristas de las 'telecos' cayeron un 1,3% en el tercer trimestre del año pasado","telecos'","negative","negative","neutral"
"328052","General Electric saldrá del índice Dow Jones después de 111 años y será reemplazada por Walgreens","General Electric","negative","positive","neutral"
"335872","Las acciones de la Juventus caen un 3% tras fichar a Cristiano","Juventus","negative","positive","neutral"
"341399","Facebook ve esfumarse 119.000 millones de dólares de su capitalización","Facebook","negative","positive","neutral"
"391989","Torres rechaza «juicios paralelos» sobre BBVA en una carta a la plantilla","BBVA","positive","neutral","neutral"
"598708","Ryanair, al borde de una nueva fuga de personal un año después de perder a más de 140 pilotos","Ryanair","negative","positive","neutral"
"762699","Vodafone reduce sus ingresos en los tres primeros meses un 8,2%, hasta los 994,1 millones","Vodafone","negative","positive","neutral"
"1113981","Guerra entre los mayores accionistas de Cabures","mayores accionistas de Cabures","negative","positive","neutral"
"1576940","Telefónica anuncia el cierre y desembolso de dos emisiones de deuda perpetua por 1.750 millones","Telefónica","negative","positive","neutral"
"1588425","Los deportistas establecidos en España tendrán que tributar como residentes","deportistas establecidos en España","negative","positive","positive"
"1713186","El precio de la vivienda tocará fondo en 2016","precio de la vivienda","negative","neutral","positive"
"232726","Picardo: «Un 'brexit' duro para el Reino Unido amenazaría la economía de Gibraltar»","brexit","neutral","negative","negative"
"510629","Los ERTE se mantendrán hasta el próximo 30 de septiembre","ERTE","positive","positive","negative"
"105038","Qué es el Registro Mercantil","Registro Mercantil","neutral","neutral","neutral"
"112691","La inflación de la eurozona se mantiene en el 0,2% en agosto","inflación de la eurozona","neutral","positive","positive "
"119622","Las coberturas menos conocidas de los seguros de coche","seguros de coche","neutral","neutral","neutral"
"119799","Así afecta la política de Trump a diez empresas","política de Trump","neutral","neutral","neutral"
"124875","Fondo de Garantía Inversiones en Degiro Broker Online","Fondo de Garantía Inversiones","neutral","neutral","neutral"
"127276","Saracho deja JP Morgan para fichar como presidente de Popular","JP Morgan","negative","neutral","neutral"
"143695","Más cambios en L’Occitane: la compañía nombra nuevo consejero delegado","L’Occitane","neutral","neutral","neutral"
"148702","Vinissimus, de la bodega a la Red","Vinissimus","neutral","neutral","neutral"
"165523","Xavier Domènech: ""Necesitamos un acuerdo transversal con agentes políticos, sociales y económicos""","acuerdo transversal","positive","neutral","positive"
"308081","El noruego Helge Lund, nuevo presidente de BP a partir de 2019","Helge Lund","positive","neutral","neutral"
"360852","Allianz Seguros nombra a Beatriz Corti nueva subdirectora general de la entidad","Allianz Seguros","neutral","neutral","neutral"
"401102","Las fechas clave de la declaración de la Renta","declaración de la Renta","neutral","neutral","neutral"
"408670","El éxito agridulce de las constructoras españolas: son líderes en el mundo pero sufren en casa","constructoras españolas","neutral","neutral","neutral"
"412587","Preguntas y respuestas sobre el ingreso mínimo vital","ingreso mínimo vital","neutral","neutral","neutral"
"461462","Consejera Trabajo en Holanda: ""Cuidado con las trampas laborales en la red""","trampas laborales","positive","neutral","negative"
"463453","Valores que hay que seguir este martes: Liberbank, Iberdrola, Abengoa, Rovi","Valores","positive","neutral","neutral"
"488915","Las bolsas del Sudeste Asiático comienzan con resultados mixtos","bolsas del Sudeste Asiático","neutral","neutral","neutral"
"497354","REE nombra a Concepción Ordiz (SEPI) vicesecretaria general de la compañía","REE","neutral","neutral","neutral"
"521200","Cotización del yuan chino","Cotización del yuan chino","neutral","neutral","neutral"
"535594","Derechos sociales europeos, por favor","Derechos sociales europeos","positive","neutral","negative"
"646505","La OMC en manos de Trump","OMC","neutral","neutral","neutral"
"647958","Javier Sánchez, presidente de las cámaras de comercio","presidente de las cámaras de comercio","positive","neutral","neutral"
"652424","La Bolsa de Sao Paulo no opera este viernes por ser festivo en Brasil","Bolsa de Sao Paulo","neutral","negative","neutral"
"682180","La Bolsa de Tokio no opera hoy por ser festivo","Bolsa de Tokio","neutral","negative","neutral"
"733902","El BCE reserva su munición: mantiene sin cambios su plan de compra de deuda","BCE","neutral","positive ","neutral"
"756147","Dónde invertir en bolsa este viernes: Cellnex, Endesa, Indra y Siemens Gamesa","bolsa","neutral","neutral","neutral"
"769861","Robots y 'start up', la alianza más estratégica","Robots","positive","neutral","neutral"
"981505","Acciona nombra consejera a una profesora de Harvard","Acciona","neutral","neutral","neutral"
"989710","Cómo se calculan los ingresos procedentes del capital mobiliario","ingresos procedentes del capital mobiliario","neutral","neutral","neutral"
"996390","Economía/OPA.- La CNE debatirá el jueves si admite a Gas Natural como parte interasada en la OPA de E.ON","CNE","neutral","neutral","neutral"
"1094254","Burberry nombra consejero delegado a Marco Gobbetti","Burberry","neutral","neutral","neutral"
"1132797","El PP cuelga el cartel de 'Se Vende' en Génova: esto es lo que puede pedir por la sede","PP","neutral","neutral","neutral"
"1175511","Catalá recibe a la candidatura de Javier Íscar para conocer sus propuestas y reivindicaciones","Catalá","neutral","neutral","neutral"
"1188646","Donald Trump y el Brexit han dejado de ser comparables","Donald Trump","neutral","neutral","neutral"
"1194355","Gimeno dice que los cambios del ICA entrarán en vigor una vez se apruebe por ley","ICA","neutral","neutral","neutral"
"1269651","Iván Delgado: ""Los inversores tendrán en cuenta si se suben o no los impuestos en España""","inversores","neutral","neutral","neutral"
"1307861","Los Charts de Hódar: Acciona, CIE Automotive y Telefónica","Hódar","neutral","neutral","neutral"
"1322421","Los inversores se preguntan si la cartera 60/40 tiene futuro","inversores","neutral","neutral","neutral"
"1442754","Financiación Autonómica – III","Financiación Autonómica","neutral","neutral","neutral"
"1492798","Un nuevo lenguaje para las ofertas de empleo","ofertas de empleo","neutral","neutral","neutral"
"1588619","Hacienda y las CCAA analizan el jueves la reforma fiscal y los objetivos de déficit","Hacienda","neutral","neutral","neutral"
"1608082","Las Cortes analizan las previsiones de gasto de Agricultura y Educación para 2015","Cortes","neutral","neutral","neutral"
"1670490","Los factores que sí se valorarán en el futuro para conseguir un empleo","empleo","positive","neutral","neutral"
"1704448","La importancia económica de Brasil para Extremadura, a debate en los cursos de verano de la UEX","Brasil","positive","neutral","neutral"
"1709829","La CAF celebra su conferencia anual en Washington","CAF","neutral","neutral","neutral"
"1715212","Así será la fiscalidad de la automoción","fiscalidad de la automoción","neutral","neutral","neutral"
"1715663","Análisis técnico de los 10.000 del Ibex","10.000 del Ibex","neutral","neutral","neutral"
"1721521","Mercedes GLA, desde 31.150 euros","Mercedes GLA","neutral","neutral","neutral"
"1723898","Zapatos de lujo con nombre de diva italiana","Zapatos de lujo","neutral","neutral","neutral"
"1828193","El Nikkei cierra plano","Nikkei","negative","negative","neutral"
"1848267","El debate pendiente sobre los ayuntamientos","ayuntamientos","neutral","neutral","neutral"
"1868103","Los valores de Hódar: Banco Santander, Repsol YPF, Red Eléctrica, BBVA","Hódar","neutral","neutral","neutral"
"1874730","Los valores de Hódar: Abengoa, OHL, Tubos Reunidos, Tubacex","Hódar","neutral","neutral","neutral"
"2022605","Emmanuel Macron: inspector fiscal, banquero y nuevo presidente de Francia","Emmanuel Macron","positive","neutral","neutral"
"2022628","Hummer pasará a manos Chinas","Hummer","neutral","neutral","neutral"
"840492","Trabajo ha impuesto sanciones por más de 1.530 millones desde la entrada en vigor del control horario","Trabajo","positive","positive","negative"
"1025455","El presidente de la OPEP dice que el petróleo está demasiado caro","petróleo","positive","negative","negative"
"1530198","El Banco de España cree que la reforma de pensiones no basta para cubrir costes","Banco de España","negative","negative","negative"
"1770905","Hacienda se embolsará 370 euros más por contribuyente en el IRPF gracias a la inflación","Hacienda","positive","negative","negative"
"1903575","El FMI urge a Italia y España a pedir el rescate para detener la crisis de deuda","FMI","neutral","negative","negative"
"3430054","Una tractorada en Córdoba abre las protestas contra la PAC y la subida de costes","PAC","negative","negative","negative"
"4258657","El petróleo avista los 82 dólares: la demanda gana a la normalidad en Kazajistán y Libia","petróleo","positive","negative","negative"
"362691","MásMóvil lidera el crecimiento de móviles en septiembre con 42.000 líneas","MásMóvil","positive","negative","neutral"
"376117","Realia crea una filial patrimonial para entrar en el negocio de alquiler de vivienda","Realia","positive","negative","neutral"
"527808","Central sindical argentina llama a una huelga general el 29 de mayo","Central sindical argentina","positive","negative","negative"
"536435","Santander y Unicaja, los bancos favoritos de Goldman Sachs para ganar en bolsa","Santander","positive","negative","neutral"
"587307","Iberdrola se adjudica el mayor número de lotes en subasta solar de Portugal","Iberdrola","positive","negative","neutral"
"702301","EE.UU. aumenta del 10 % al 15 % los aranceles contra Airbus","EE.UU","positive","negative","neutral"
"712043","Cofares rompe su techo histórico de facturación y aumenta su cuota de mercado","Cofares","positive","negative","neutral"
"759555","Elon Musk agota sus pantalones cortos de Tesla en cinco minutos","Elon Musk","positive","negative","positive"
"994052","La economía china ya acecha el podio de las potencias mundiales","economía china","positive","negative","negative"
"1007696","Bundesbank: economía alemana se aprovechará de coyuntura global","Bundesbank","positive","negative","negative"
"1071094","Las ventas de las grandes empresas crecieron un 4,9%","grandes empresas","positive","negative","neutral"
"1077388","Los clientes de las franquicias prefieren Facebook a Twitter","Facebook","positive","negative","neutral"
"1109403","Enagás cierra la compra de otro 20% de GNL Quintero en Chile por 178 millones de euros","Enagás","positive","negative","neutral"
"1490860","AT&T adquiere Nextel México por 1.875 millones de dólares","AT&T","positive","negative","neutral"
"1590119","Telefónica cierra la compra del 22% de Canal+ a Mediaset","Telefónica","positive","negative","neutral"
"1700745","Minoritarios de Bankia reclamarán responsabilidad patrimonial al Banco de España, Economía y la CNMV","Minoritarios de Bankia","positive","negative","positive"
"1721225","Privalia realiza el 25 % de todas las ventas de moda online en España","Privalia","positive","negative","neutral"
"1825751","La banca española se rebela contra Moody’s","banca española","positive","positive","neutral"
"3127535","La Inspección de Trabajo ya sanciona a pymes por el control horario","Inspección de Trabajo","positive","negative","neutral"
"3147079","Dancausa admite que las sinergias de Línea Directa con Bankinter “son mínimas”","Línea Directa","negative","neutral","neutral"
"3183022","El gigante chino del petróleo Sinopec se lanza a la carrera por liderar el hidrógeno","Sinopec","positive","negative","neutral"
"3189808","Las ‘boutiques’ plantan cara a los grandes bancos en el ranking de rentabilidad","‘boutiques’","positive","negative","neutral"
"3404685","El grupo chino Shandong Ruyi Group negocia la compra de Sandro, Maje y Claudie Pierlot","Shandong Ruyi Group","positive","negative","neutral"
"3748725","BlackRock desbanca a BBVA del podio de la gestión de fondos en España","BlackRock","positive","negative","neutral"
"3763079","Así enfrentará Home Depot a sus rivales (incluido Ikea) en cualquier piso de ventas","Home Depot","positive","negative","neutral"
"3792368","Los gigantes desafían a los negacionistas de las 'cripto' a golpe de talonario","gigantes","positive","negative","neutral"
"4252399","La nueva promesa de Volkswagen para finales de 2021 es una declaración de guerra a Tesla","Volkswagen","positive","negative","neutral"
"4411701","Globalia mete miedo a sus rivales en el segmento de viajes para empresas","Globalia","positive","negative","neutral"
"4661366","Los Xiaomi Mi 11 Ultra y Mi 11i llegan a España para batirse en duelo con lo mejor del mercado: buena cámara, diseño y procesador","Xiaomi Mi 11 Ultra","positive","negative","neutral"
"4841304","CaixaBank gana 5.226 millones por el efecto contable de absorber Bankia","CaixaBank","positive","negative","neutral"
"5040657","CaixaBank cierra 2021 como el grupo líder en gestión de fondos","CaixaBank","positive","negative","neutral"
"5072574","PwC deja como mentirosos a Torres y el BBVA respecto al 'forensic' sobre Villarejo","PwC","positive","negative","neutral"
"6021995","Mango destroza a la competencia con este vestido cruzado estampado","Mango","positive","negative","neutral"
"6061918","Masaveu aprovecha las caídas por Ucrania para comprar más acciones de Línea Directa y Bankinter","Masaveu","positive","negative","neutral"
"6197904","Abanca se hace con Bankoa","Abanca","positive","negative","neutral"
"6198834","Broadcom quiere a Qualcomm y lanza la mayor oferta por una tecnológica","Broadcom","positive","negative","neutral"
"4841304","CaixaBank gana 5.226 millones por el efecto contable de absorber Bankia","CaixaBank","positive","negative","neutral"
"246749","Francia estrena el derecho a la 'desconexión' laboral","Francia","positive","negative","positive"
"316865","La compra de coches se traslada del concesionario al Whatsapp","compra de coches","positive","negative","positive"
"600470","AliExpress abrirá su primera tienda en España y lo celebrará con descuentos y sorteos","AliExpress","positive","negative","positive"
"678857","Citigroup planea contratar unos 2.500 programadores para ser más competitivo","Citigroup","positive","negative","positive"
"692279","Firmado el acuerdo para subir el salario mínimo a 950 euros en 2020","salario mínimo","positive","negative","positive"
"762929","Supremo alemán reconoce derecho a indemnización por Volkswagen manipulado","derecho a indemnización","positive","negative","positive"
"1040192","Cómo convertir un pequeño negocio en una tienda online para competir contra Amazon","pequeño negocio","positive","negative","neutral"
"1157108","Lidl se estrena como inquilino de un centro comercial","Lidl","positive","negative","positive"
"1704347","Catalunya Banc y Novagalicia Banco baten a Bankia en ayudas públicas","Catalunya Banc","positive","negative","positive"
"1820640","El Puente Aéreo de Iberia desactiva al AVE","Puente Aéreo de Iberia","positive","negative","neutral"
"3039042","Yolanda Díaz quiere obligar a las empresas a llevar un censo de los trabajadores fijos-discontinuos","Yolanda Díaz","positive","negative","neutral"
"3076645","Bankia fastidia el negocio a los abogados oportunistas","Bankia","positive","negative","neutral"
"3152514","El Gobierno revisará los sueldos de los directivos de empresas públicas","Gobierno","positive","negative","positive"
"3224193","El coste de la hora trabajada sube un 2,9% en el cuarto trimestre","hora trabajada","positive","negative","positive"
"3280627","Los sindicatos europeos quieren que Ryanair no sea Ryanair","sindicatos europeos","positive","neutral","neutral"
"3541294","Cómo un BMW ayudó a descubrir el fraude de Volkswagen","un BMW","positive","negative","positive"
"3988731","Este es el servicio que Carrefour ofrece a sus clientes y que la competencia debería imitar ","Carrefour","positive","negative","positive"
"4247915","Bruselas insiste en reivindicar la 'tasa Google'","Bruselas","positive","negative","neutral"
"4666726","Samsung tiene unos auriculares inalámbricos llamados Galaxy Buds de 149 euros para competir con los AirPods de Apple: estas son las principales diferencias","Samsung","positive","negative","positive"
"4979663","La cartera de cuero de Lidl por 12,99 euros que se agota en horas","Lidl","positive","negative","positive"
"5554581","Airbnb resiste al Covid y niveles de reservas casi igualan a los registrados en prepandemia","Airbnb","positive","negative","positive"
"5987113","Estos auriculares de Xiaomi arrasan por su bajo precio, y tienen poco que envidiar a otros mucho más caros","auriculares de Xiaomi","positive","negative","positive"
"692279","Firmado el acuerdo para subir el salario mínimo a 950 euros en 2020","salario mínimo","positive","negative","positive"
"246749","Francia estrena el derecho a la 'desconexión' laboral","desconexión' laboral","positive","negative","positive"
"50736","Brasil calcula que recibirá 20.000 millones de dólares por la privatización de Eletrobras","Brasil","positive","neutral","neutral"
"186251","Así puede obligarte tu banco a pagar comisiones: puede pasar en esos casos","tu banco","positive","neutral","negative"
"237643","Unicaja ofrece prejubilaciones a los 57 años en su ERE","Unicaja","positive","neutral","neutral"
"265649","Bankia asume otro ajuste de red y plantilla al absorber BMN","Bankia","positive","negative","neutral"
"298352","El precio de la vivienda sube el 6,2% en 2017, el mayor avance en diez años","precio de la vivienda","positive","neutral","negative"
"321972","Los VTC hacen campaña a dos días del decreto del Gobierno","VTC","positive","neutral","neutral"
"388945","Las quejas a la banca por cuentas y tarjetas superan a las de las hipotecas","la banca","negative","neutral","negative"
"518213","Acuerdan 38 prejubilaciones en dos empresas de Lladró y siguen negociaciones","dos empresas de Lladró","positive","neutral","neutral"
"39702","Openbank, nuevo patrocinador oficial del Mutua Madrid Open","Openbank","positive","neutral","neutral"
"46962","BBVA, primer banco español en sumarse a la Alianza para la Contabilidad del Carbono","BBVA","positive","neutral","neutral"
"47434","La hora del ‘Green Recovery’ y la digitalización","‘Green Recovery’","positive","neutral","neutral"
"50431","El lobby europeo del capital riesgo tiene nueva presidenta para afrontar un periodo clave","lobby europeo del capital riesgo","positive","neutral","neutral"
"50654","Primafrio aplaza su salida a Bolsa","Primafrio","negative","positive","neutral"
"54038","Santander: ""Estamos atentos a oportunidades inorgánicas en EEUU""","Santander","positive","neutral","neutral"
"55404","Gay de Liébana: la voz de la economía","Gay de Liébana","positive","neutral","neutral"
"56728","Bankinter: hay vida sin Línea Directa","Bankinter","positive","neutral","neutral"
"57067","Santander planta cara a los gigantes de Wall Street","Santander","positive","negative","neutral"
"65312","Fitch, Moody's y S&P otorgan grado de inversión a Cepsa","Fitch","positive","negative","neutral"
"65554","Frinsa, proveedor de atún de Lidl o Carrefour, facturó un récord de 588 millones en 2020","Frinsa","positive","neutral","neutral"
"69885","Guindos aprecia factores estructurales en la subida de la inflación","Guindos","positive","neutral","negative"
"75672","Los grandes valores más baratos de Europa incluyen a Banco Santander y BBVA","Banco Santander","positive","negative","neutral"
"78318","Sabadell coloca 750 millones de euros en ‘cocos’ al 5%","Sabadell","positive","negative","neutral"
"83601","TAG Heuer se sube a los esquís","TAG Heuer","positive","neutral","neutral"
"89440","Glencore vende un 40% de su negocio agrícola a un fondo canadiense","Glencore","positive","neutral","neutral"
"89633","Pikolin, único finalista español al premio a la Excelencia Logística","Pikolin","positive","negative","neutral"
"95626","Grup Peralada compra el edificio de Versace en el Passeig de Gràcia","Grup Peralada","positive","neutral","neutral"
"102304","Santander ganó 2.911 millones de euros, un 32% menos, y supera previsiones","Santander","positive","negative","neutral"
"104510","Dogi convoca junta extraordinaria para ratificar la compra de Treiss","Dogi","positive","neutral","neutral"
"104674","Las unit economics como base del modelo de negocio","unit economics","positive","neutral","neutral"
"111632","Avinatur sitúa su planta de Granada a la cabeza del sector","Avinatur","positive","negative","neutral"
"114615","La apuesta de la NFL por la globalización","NFL","positive","neutral","neutral"
"117947","Banco Sabadell supera las previsiones y eleva su beneficio un 11,6% hasta septiembre","Banco Sabadell","positive","negative","neutral"
"120821","AQR desembarca en BBVA y ya es el mayor azote bajista de la banca","AQR","positive","neutral","neutral"
"121398","Destinia cierra el 'Black Friday' con una subida del 34% en su facturación","Destinia","positive","negative","neutral"
"122158","El grifo de cerveza se vuelve digital","grifo de cerveza","positive","neutral","neutral"
"125374","Grocasa Hipotecas consolida su crecimiento en 2021","Grocasa Hipotecas","positive","negative","neutral"
"131558","Abe pide cifras de inversión en EEUU para Trump","Abe","neutral","neutral","neutral"
"133061","Un vicepresidente de Santander presidirá Lloyds of London","vicepresidente de Santander","positive","neutral","neutral"
"136676","El Chart de Hódar: Liberbank, a la cabeza del sector","Liberbank","positive","negative","neutral"
"137233","Moneycorp crece en España con las miras puestas en América Latina","Moneycorp","positive","neutral","neutral"
"138373","Algora inicia una campaña para que el nuevo Seat lleve su nombre","Algora","positive","neutral","neutral"
"141444","Empark se adjudica su primer contrato en Francia","Empark","positive","neutral","neutral"
"145730","El FMI insta a China a acelerar las reformas para consolidar su crecimiento","FMI","positive","neutral","neutral"
"148775","Los áticos y dúplex de obra nueva más lujosos del centro de Madrid","áticos y dúplex de obra nueva","positive","neutral","neutral"
"149728","Las islas lideran la subida de precios en el primer semestre","islas","positive","neutral","neutral"
"151459","Boeing sube en bolsa después de volver a la senda de los beneficios tras dos años","Boeing","positive","neutral","neutral"
"152485","Regal Lion, el tapón joya para vinos y licores que cuesta 21.000 euros","Regal Lion","positive","neutral","negative"
"153588","Value investing en la asignación de carteras de los fondos de fondos","Value investing","positive","neutral","neutral"
"154530","El BCE ultima el cambio regulatorio que evitará un nuevo 'caso Popular'","BCE","positive","neutral","neutral"
"159592","El fondo Lone Star cierra la compra de Novo Banco","fondo Lone Star","positive","neutral","neutral"
"161210","Ávoris compra a Globalia la marca Latitudes","Ávoris","positive","neutral","neutral"
"162807","Solaria ganó 5,6 millones de euros hasta septiembre, casi el doble","Solaria","positive","neutral","neutral"
"162883","Vodafone, una vieja estrella de rock","Vodafone","positive","neutral","neutral"
"166773","El Gobierno destaca el ejemplo de reconversión de Chocolates Trapa","Chocolates Trapa","positive","neutral","neutral"
"166788","Allen & Overy y Herbert, las marcas más valoradas de Europa","Allen & Overy","positive","neutral","positive"
"170208","Aragón sigue fortaleciendo sus relaciones comerciales con Yiwu","Aragón","positive","neutral","neutral"
"173857","Aena estudia mejorar el dividendo para aplacar las exigencias de TCI","Aena","positive","neutral","neutral"
"260439","Inditex, Mercadona y Santander, las empresas con mejor reputación corporativa en España","Inditex","positive","neutral","neutral"
"270332","Bankia defiende que el folleto de salida a Bolsa era un reflejo fiel y exhaustivo de su patrimonio","Bankia","positive","neutral","neutral"
"272748","Ferrero compra a Nestle su negocio de dulces en EEUU por unos 2.300 millones","Ferrero","positive","negative","neutral"
"274952","Telefónica consolida su racha alcista y alcanza máximos de dos meses","Telefónica","positive","neutral","neutral"
"277649","Airbnb ficha a un directivo de Amazon como director financiero global","Airbnb","positive","neutral","neutral"
"278085","El Supremo avala anular las 35 horas semanales para los funcionarios vascos","funcionarios vascos","positive","neutral","neutral"
"285776","BBVA, líder mundial en banca móvil por tercer año consecutivo","BBVA","positive","negative","neutral"
"288513","Valores a seguir jueves día 1: Biosearch, Sniace, Atresmedia, Iberdrola","Valores a seguir","positive","neutral","neutral"
"290385","Mercedes paraliza la separación de negocios que abría un 'agujero' fiscal de 200 millones en Álava","Mercedes","positive","neutral","neutral"
"295507","Sabadell negocia la venta de carteras inmobiliarias valoradas en 3.300 millones","Sabadell","positive","neutral","neutral"
"295996","El banco central de China sube los tipos interbancarios tras el alza de la Fed","banco central de China","positive","negative","negative"
"304944","Reale Seguros logra un resultado récord de 57 millones de euros","Reale Seguros","positive","negative","neutral"
"316320","Deloitte prevé más compras en el azulejo pese a la ralentización","Deloitte","positive","neutral","neutral"
"318021","Liberbank fija nuevos objetivos de reducción de activos tóxicos en dos años","Liberbank","positive","positive","neutral"
"327742","MásMóvil completa el segundo proceso de refinanciación del crédito senior sindicado por 831 millones","MásMóvil","positive","neutral","neutral"
"335429","Desconvocadas las huelgas del 10 y 13 de enero en Ryanair","Ryanair","neutral","neutral","positive"
"339403","El Gobierno británico vuelve a pedir apoyo a su pacto de Brexit sin haber obtenido concesiones de la UE","Gobierno británico","positive","neutral","neutral"
"349116","Data Officers o cómo gobernar el complejo universo de los datos","Data Officers","positive","neutral","neutral"
"353915","Una empresa pegada a la innovación","Una empresa","positive","neutral","neutral"
"363217","Airbus reclama lanzar nuevos programas europeos para seguir creciendo","Airbus","positive","neutral","neutral"
"373824","AENA trabaja con el fondo First State para pujar por el aeropuerto de Sofía","AENA","positive","neutral","neutral"
"384175","Técnicas Reunidas multiplica por trece su beneficio en el primer trimestre","Técnicas Reunidas","positive","negative","neutral"
"390260","El CEO de Airbus, sobre la crisis de Boeing: ""Los muy sabios aprenden de los errores de los demás""","CEO de Airbus","neutral","neutral","neutral"
"48007","Claves para ahorrar impuestos al cobrar el seguro de vida","Claves para ahorrar impuestos","positive","neutral","positive"
"50518","Openbank abarata la hipoteca fija a los clientes más diligentes","Openbank","positive","neutral","positive"
"51851","El Tribunal Supremo convierte en indefinidos a los interinos que lleven más de tres años en la Administración","Tribunal Supremo","neutral","neutral","positive"
"52148","Repsol sale al mercado para captar 1.250 millones en deuda sostenible","Repsol","positive","neutral","positive"
"55520","El 'efecto Amazon' fija la pauta para el salario mínimo en EEUU","efecto Amazon","positive","neutral","positive"
"63211","El IPC escala al 3,3% y elevará la factura de las pensiones en más de 3.200 millones","IPC","positive","negative","negative"
